package,bullet_id,text,bullets_level,section_id,is_codeblock,parent_text
dplyr,95f5f786117d0d8395ffca180d7aeca8,"`transmute()` is superseded in favour of `mutate(.keep = ""none"")` (#6414).",1,76,FALSE,NA
dplyr,8a50c556555931b29de7cdacb8c817f4,"The `.keep`, `.before`, and `.after` arguments to `mutate()` have moved from experimental to stable.",1,77,FALSE,NA
dplyr,d94d8aae645aea36d41479d7c0cde673,The `rows_*()` family of functions have moved from experimental to stable.,1,78,FALSE,NA
dplyr,3ccad9f6587051896b3aff1020295f30,"`between()` can now work with all vector types, not just numeric and date-time. Additionally, `left` and `right` can now also be vectors (with the same length as `x`), and `x`, `left`, and `right` are cast to the common type before the comparison is made (#6183, #6260, #6478).",1,79,FALSE,NA
dplyr,fe6be17f19662753c733f159e5201608,`case_when()` (#5106):,1,80,FALSE,NA
dplyr,fe6be17f19662753c733f159e5201608,"• Has a new `.default` argument that is intended to replace usage of `TRUE ~ default_value` as a more explicit and readable way to specify a default value. In the future, we will deprecate the unsafe recycling of the LHS inputs that allows `TRUE ~` to work, so we encourage you to switch to using `.default`.",2,81,FALSE,`case_when()` (#5106):
dplyr,fe6be17f19662753c733f159e5201608,"• No longer requires exact matching of the types of RHS values. For example, the following no longer requires you to use `NA_character_`.",2,82,FALSE,`case_when()` (#5106):
dplyr,fe6be17f19662753c733f159e5201608,"```
x <- c(""little"", ""unknown"", ""small"", ""missing"", ""large"")

case_when(
  x %in% c(""little"", ""small"") ~ ""one"",
  x %in% c(""big"", ""large"") ~ ""two"",
  x %in% c(""missing"", ""unknown"") ~ NA
)
```",2,83,TRUE,`case_when()` (#5106):
dplyr,fe6be17f19662753c733f159e5201608,"• Supports a larger variety of RHS value types. For example, you can use a data frame to create multiple columns at once.",2,84,FALSE,`case_when()` (#5106):
dplyr,fe6be17f19662753c733f159e5201608,• Has new `.ptype` and `.size` arguments which allow you to enforce a particular output type and size.,2,85,FALSE,`case_when()` (#5106):
dplyr,fe6be17f19662753c733f159e5201608,"• Has a better error when types or lengths were incompatible (#6261, #6206).",2,86,FALSE,`case_when()` (#5106):
dplyr,fb087e45e8d4417a2664f233455f369d,`coalesce()` (#6265):,1,87,FALSE,NA
dplyr,fb087e45e8d4417a2664f233455f369d,• Discards `NULL` inputs up front.,2,88,FALSE,`coalesce()` (#6265):
dplyr,fb087e45e8d4417a2664f233455f369d,"• No longer iterates over the columns of data frame input. Instead, a row is now only coalesced if it is entirely missing, which is consistent with `vctrs::vec_detect_missing()` and greatly simplifies the implementation.",2,89,FALSE,`coalesce()` (#6265):
dplyr,fb087e45e8d4417a2664f233455f369d,• Has new `.ptype` and `.size` arguments which allow you to enforce a particular output type and size.,2,90,FALSE,`coalesce()` (#6265):
dplyr,f77a11ac4e234ddb64e60b028f783c81,"`first()`, `last()`, and `nth()` (#6331):",1,91,FALSE,NA
dplyr,f77a11ac4e234ddb64e60b028f783c81,"• When used on a data frame, these functions now return a single row rather than a single column. This is more consistent with the vctrs principle that a data frame is generally treated as a vector of rows.",2,92,FALSE,"`first()`, `last()`, and `nth()` (#6331):"
dplyr,f77a11ac4e234ddb64e60b028f783c81,"• The `default` is no longer ""guessed"", and will always automatically be set to a missing value appropriate for the type of `x`.",2,93,FALSE,"`first()`, `last()`, and `nth()` (#6331):"
dplyr,f77a11ac4e234ddb64e60b028f783c81,"• Error if `n` is not an integer. `nth(x, n = 2)` is fine, but `nth(x, n = 2.5)` is now an error.",2,94,FALSE,"`first()`, `last()`, and `nth()` (#6331):"
dplyr,f77a11ac4e234ddb64e60b028f783c81,"• No longer support indexing into scalar objects, like `<lm>` or scalar S4 objects (#6670).",2,95,FALSE,"`first()`, `last()`, and `nth()` (#6331):"
dplyr,d1f58ba0139645014cb60f855a079af7,"Additionally, they have all gained an `na_rm` argument since they are summary functions (#6242, with contributions from @​tnederlof).",1,95,FALSE,NA
dplyr,527dd5e22dded3a9f138d7ee99a183b6,"`if_else()` gains most of the same benefits as `case_when()`. In particular, `if_else()` now takes the common type of `true`, `false`, and `missing` to determine the output type, meaning that you can now reliably use `NA`, rather than `NA_character_` and friends (#6243). `if_else()` also no longer allows you to supply `NULL` for either `true` or `false`, which was an undocumented usage that we consider to be off-label, because `true` and `false` are intended to be (and documented to be) vector inputs (#6730).",1,96,FALSE,NA
dplyr,dfd1a166ef23ab8ecc70e195260af218,"`na_if()` (#6329) now casts `y` to the type of `x` before comparison, which makes it clearer that this function is type and size stable on `x`. In particular, this means that you can no longer do `na_if(<tibble>, 0)`, which previously accidentally allowed you to replace any instance of `0` across every column of the tibble with `NA`. `na_if()` was never intended to work this way, and this is considered off-label usage. You can also now replace `NaN` values in `x` with `na_if(x, NaN)`.",1,97,FALSE,NA
dplyr,e5f9bcf17819abbddc94ff99e476b752,"`lag()` and `lead()` now cast `default` to the type of `x`, rather than taking the common type. This ensures that these functions are type stable on `x` (#6330).",1,98,FALSE,NA
dplyr,4e885a3cd60d85ca3d82521d1b0ea8f4,"`row_number()`, `min_rank()`, `dense_rank()`, `ntile()`, `cume_dist()`, and `percent_rank()` are faster and work for more types. You can now rank by multiple columns by supplying a data frame (#6428).",1,99,FALSE,NA
dplyr,394c8635d2403817b9af41ec6b4cbab3,"`with_order()` now checks that the size of `order_by` is the same size as `x`, and now works correctly when `order_by` is a data frame (#6334).",1,100,FALSE,NA
dplyr,e9a95044d9fa9ed0cdf17d0e214b6dff,Fixed an issue with latest rlang that caused internal tools (such as `mask$eval_all_summarise()`) to be mentioned in error messages (#6308).,1,101,FALSE,NA
dplyr,6b8efdbf2c4c7b5d12417b0f7f0e513f,Warnings are enriched with contextualised information in `summarise()` and `filter()` just like they have been in `mutate()` and `arrange()`.,1,102,FALSE,NA
dplyr,2f4eb2f3d2fb1a7ccafac6039e7182e0,Joins now reference the correct column in `y` when a type error is thrown while joining on two columns with different names (#6465).,1,103,FALSE,NA
dplyr,8416284817a747a5956103f6069501f8,Joins on very wide tables are no longer bottlenecked by the application of `suffix` (#6642).,1,104,FALSE,NA
dplyr,47ef7e06d1ddbc8fe830e4f900b268bc,`*_join()` now error if you supply them with additional arguments that aren't used (#6228).,1,105,FALSE,NA
dplyr,b7ce2a229c5548f1ddecc49d6bdb4bb4,`across()` used without functions inside a rowwise-data frame no longer generates an invalid data frame (#6264).,1,106,FALSE,NA
dplyr,28c415429a421da75ff4cb7aab5c8761,"Anonymous functions supplied with `function()` and `\()` are now inlined by `across()` if possible, which slightly improves performance and makes possible further optimisations in the future.",1,107,FALSE,NA
dplyr,5aea801201c61bb3eed31d24cdd60b71,"Functions supplied to `across()` are no longer masked by columns (#6545). For instance, `across(1:2, mean)` will now work as expected even if there is a column called `mean`.",1,108,FALSE,NA
dplyr,1aea2e66456eba55a5b8762d55cfdf1e,`across()` will now error when supplied `...` without a `.fns` argument (#6638).,1,109,FALSE,NA
dplyr,d2b9a2e0ef1614b13eb97125d66f5d8f,`arrange()` now correctly ignores `NULL` inputs (#6193).,1,110,FALSE,NA
dplyr,651821e7f4b4c2d554ae72c75706c6cc,`arrange()` now works correctly when `across()` calls are used as the 2nd (or more) ordering expression (#6495).,1,111,FALSE,NA
dplyr,57b92ab25440fa7b52e1eea4da6cbbea,"`arrange(df, mydesc::desc(x))` works correctly when mydesc re-exports `dplyr::desc()` (#6231).",1,112,FALSE,NA
dplyr,5a16223d2a6fcdb11a000e78fcc0ce54,`c_across()` now evaluates `all_of()` correctly and no longer allows you to accidentally select grouping variables (#6522).,1,113,FALSE,NA
dplyr,5764bf76dd3c35decb7d7dddd791992c,`c_across()` now throws a more informative error if you try to rename during column selection (#6522).,1,114,FALSE,NA
dplyr,27b1bf2ad289a459df4748dc01349940,"dplyr no longer provides `count()` and `tally()` methods for `tbl_sql`. These methods have been accidentally overriding the `tbl_lazy` methods that dbplyr provides, which has resulted in issues with the grouping structure of the output (#6338, tidyverse/dbplyr#940).",1,115,FALSE,NA
dplyr,909cfd31907e628557c7c20e524a248d,`cur_group()` now works correctly with zero row grouped data frames (#6304).,1,116,FALSE,NA
dplyr,1a9ce84f64f14b5080cae8be810a25da,`desc()` gives a useful error message if you give it a non-vector (#6028).,1,117,FALSE,NA
dplyr,725137b0d81e035940d151e260e6f779,`distinct()` now retains attributes of bare data frames (#6318).,1,118,FALSE,NA
dplyr,8df37a715a699628f00160cf68e386ad,"`distinct()` returns columns ordered the way you request, not the same as the input data (#6156).",1,119,FALSE,NA
dplyr,5c9b623cd252053673ca076863d3327d,"Error messages in `group_by()`, `distinct()`, `tally()`, and `count()` are now more relevant (#6139).",1,120,FALSE,NA
dplyr,c10cb696ad9bf0d070c9cc16007c2928,`group_by_prepare()` loses the `caller_env` argument. It was rarely used and it is no longer needed (#6444).,1,121,FALSE,NA
dplyr,710dc1d2f381380871a2f2b8f067f0b8,`group_walk()` gains an explicit `.keep` argument (#6530).,1,122,FALSE,NA
dplyr,322d5c944e840af36987d266f444fd63,"Warnings emitted inside `mutate()` and variants are now collected and stashed away. Run the new `last_dplyr_warnings()` function to see the warnings emitted within dplyr verbs during the last top-level command. This fixes performance issues when thousands of warnings are emitted with rowwise and grouped data frames (#6005, #6236).",1,123,FALSE,NA
dplyr,b08a17dc40e5624ed3bbbb2361b1fb7c,`mutate()` behaves a little better with 0-row rowwise inputs (#6303).,1,124,FALSE,NA
dplyr,393c6d8d5c053a36d7ad692c9cbfec83,A rowwise `mutate()` now automatically unlists list-columns containing length 1 vectors (#6302).,1,125,FALSE,NA
dplyr,3bbd021df23190ded77d4cb2034acf65,`nest_join()` has gained the `na_matches` argument that all other joins have.,1,126,FALSE,NA
dplyr,95ac6c32e7974bd71cf46799da193ec5,`nest_join()` now preserves the type of `y` (#6295).,1,127,FALSE,NA
dplyr,45374843f4725340d08ebebb871938dc,`n_distinct()` now errors if you don't give it any input (#6535).,1,128,FALSE,NA
dplyr,ad84bedb3df3fc41569b71fe84dd325f,"`nth()`, `first()`, `last()`, and `with_order()` now sort character `order_by` vectors in the C locale. Using character vectors for `order_by` is rare, so we expect this to have little practical impact (#6451).",1,129,FALSE,NA
dplyr,d37df8f749b777ddf55969204c49777f,`ntile()` now requires `n` to be a single positive integer.,1,130,FALSE,NA
dplyr,5b48b44f7d334625bd38067b6363b716,`relocate()` now works correctly with empty data frames and when `.before` or `.after` result in empty selections (#6167).,1,131,FALSE,NA
dplyr,ebe1b7e6f1e9baade239006c38cbb651,`relocate()` no longer drops attributes of bare data frames (#6341).,1,132,FALSE,NA
dplyr,12aa51098ef616cff9fb84b379f27e65,"`relocate()` now retains the last name change when a single column is renamed multiple times while it is being moved. This better matches the behavior of `rename()` (#6209, with help from @​eutwt).",1,133,FALSE,NA
dplyr,3d10bafa60a844a05c8b782f803997ed,`rename()` now contains examples of using `all_of()` and `any_of()` to rename using a named character vector (#6644).,1,134,FALSE,NA
dplyr,8315eabf99113205643402eaf1522aa4,`rename_with()` now disallows renaming in the `.cols` tidy-selection (#6561).,1,135,FALSE,NA
dplyr,b25fb5b4a4c95961822fe45f20490a15,`rename_with()` now checks that the result of `.fn` is the right type and size (#6561).,1,136,FALSE,NA
dplyr,cbb9ef2d8a869eefb0f61e7aff7bf589,`rows_insert()` now checks that `y` contains the `by` columns (#6652).,1,137,FALSE,NA
dplyr,5d6cbfc8ef3f6dfe5b3a96f1d2cba976,`setequal()` ignores differences between freely coercible types (e.g. integer and double) (#6114) and ignores duplicated rows (#6057).,1,138,FALSE,NA
dplyr,68f1d34c93eac0fd61cdaae9be982b6d,"`slice()` helpers again produce output equivalent to `slice(.data, 0)` when the `n` or `prop` argument is 0, fixing a bug introduced in the previous version (@​eutwt, #6184).",1,139,FALSE,NA
dplyr,8685411ada9954d63f79d3d6b42a7117,`slice()` with no inputs now returns 0 rows. This is mostly for theoretical consistency (#6573).,1,140,FALSE,NA
dplyr,c2af6d97aa62c9ae1854eb707b6ae668,"`slice()` now errors if any expressions in `...` are named. This helps avoid accidentally misspelling an optional argument, such as `.by` (#6554).",1,141,FALSE,NA
dplyr,8dc40fa342ba11ec7222abb85d1ec1dc,`slice_*()` now requires `n` to be an integer.,1,142,FALSE,NA
dplyr,c3f08b53dce61f0f0c4cf8016261ab65,`slice_*()` generics now perform argument validation. This should make methods more consistent and simpler to implement (#6361).,1,143,FALSE,NA
dplyr,6c30b42bad52dcfa32ea11c6c7cbcd43,`slice_min()` and `slice_max()` can `order_by` multiple variables if you supply them as a data.frame or tibble (#6176).,1,144,FALSE,NA
dplyr,91635d0230715de0c28076025d300cfe,"`slice_min()` and `slice_max()` now consistently include missing values in the result if necessary (i.e. there aren't enough non-missing values to reach the `n` or `prop` you have selected). If you don't want missing values to be included at all, set `na_rm = TRUE` (#6177).",1,145,FALSE,NA
dplyr,e76624111192c22c1776488c42189e8f,`slice_sample()` now accepts negative `n` and `prop` values (#6402).,1,146,FALSE,NA
dplyr,86f6ad10d667545facf55dc1ed77086e,"`slice_sample()` returns a data frame or group with the same number of rows as the input when `replace = FALSE` and `n` is larger than the number of rows or `prop` is larger than 1. This reverts a change made in 1.0.8, returning to the behavior of 1.0.7 (#6185)",1,147,FALSE,NA
dplyr,cdbf507172366aba1ba1f3e467f2a085,`slice_sample()` now gives a more informative error when `replace = FALSE` and the number of rows requested in the sample exceeds the number of rows in the data (#6271).,1,148,FALSE,NA
dplyr,2eecb22acd4b79f77cf6d243ae494dbd,"`storms` has been updated to include 2021 data and some missing storms that were omitted due to an error (@​steveharoz, #6320).",1,149,FALSE,NA
dplyr,049d38d373ad445c0f982405dd219430,`summarise()` now correctly recycles named 0-column data frames (#6509).,1,150,FALSE,NA
dplyr,ce30d59aa0f31786aba39b0d42229f9c,"`union_all()`, like `union()`, now requires that data frames be compatible: i.e. they have the same columns, and the columns have compatible types.",1,151,FALSE,NA
dplyr,baa6ece367f21a3ca79fc7cecd9069ec,`where()` is re-exported from tidyselect (#6597).,1,152,FALSE,NA
dplyr,a8b7436c1db94256a92ff9950c1f770e,"New `rows_append()` which works like `rows_insert()` but ignores keys and allows you to insert arbitrary rows with a guarantee that the type of `x` won't change (#6249, thanks to @​krlmlr for the implementation and @​mgirlich for the idea).",1,153,FALSE,NA
dplyr,4b8b884f16e96f3e1134298cb8745e1a,"The `rows_*()` functions no longer require that the key values in `x` uniquely identify each row. Additionally, `rows_insert()` and `rows_delete()` no longer require that the key values in `y` uniquely identify each row. Relaxing this restriction should make these functions more practically useful for data frames, and alternative backends can enforce this in other ways as needed (i.e. through primary keys) (#5553).",1,154,FALSE,NA
dplyr,efe5c5f8dc6222657f7dc9c072680a98,"`rows_insert()` gained a new `conflict` argument allowing you greater control over rows in `y` with keys that conflict with keys in `x`. A conflict arises if a key in `y` already exists in `x`. By default, a conflict results in an error, but you can now also `""ignore""` these `y` rows. This is very similar to the `ON CONFLICT DO NOTHING` command from SQL (#5588, with helpful additions from @​mgirlich and @​krlmlr).",1,155,FALSE,NA
dplyr,ed2caac203fe741d5ba590d0f3d0d463,"`rows_update()`, `rows_patch()`, and `rows_delete()` gained a new `unmatched` argument allowing you greater control over rows in `y` with keys that are unmatched by the keys in `x`. By default, an unmatched key results in an error, but you can now also `""ignore""` these `y` rows (#5984, #5699).",1,156,FALSE,NA
dplyr,ebbd46975c51dc6fef68af29c95a009f,"`rows_delete()` no longer requires that the columns of `y` be a strict subset of `x`. Only the columns specified through `by` will be utilized from `y`, all others will be dropped with a message.",1,157,FALSE,NA
dplyr,95fa8dbd1bfa1328bb5bcc19d4ecc9b9,"The `rows_*()` functions now always retain the column types of `x`. This behavior was documented, but previously wasn't being applied correctly (#6240).",1,158,FALSE,NA
dplyr,6e3be578e7b891c8e5b75958f00d7a5d,The `rows_*()` functions now fail elegantly if `y` is a zero column data frame and `by` isn't specified (#6179).,1,159,FALSE,NA
dplyr,b9c1ae5018f4ecd0c0d5d690591fec57,Better display of error messages thanks to rlang 1.0.0.,1,160,FALSE,NA
dplyr,1267a7cbe9a654833f94cc9cb9f37e45,"`mutate(.keep = ""none"")` is no longer identical to `transmute()`. `transmute()` has not been changed, and completely ignores the column ordering of the existing data, instead relying on the ordering of expressions supplied through `...`. `mutate(.keep = ""none"")` has been changed to ensure that pre-existing columns are never moved, which aligns more closely with the other `.keep` options (#6086).",1,161,FALSE,NA
dplyr,a03f35d9356444da1f3f88a9110b7960,"`filter()` forbids matrix results (#5973) and warns about data frame results, especially data frames created from `across()` with a hint to use `if_any()` or `if_all()`.",1,162,FALSE,NA
dplyr,5a8200d1c2060372e9e8229d5f68165c,"`slice()` helpers (`slice_head()`, `slice_tail()`, `slice_min()`, `slice_max()`) now accept negative values for `n` and `prop` (#5961).",1,163,FALSE,NA
dplyr,b7d0f76f71637d49adea22cbf5bb19c6,`slice()` now indicates which group produces an error (#5931).,1,164,FALSE,NA
dplyr,ad25b1c55ee76380343402b3c6bbc3fb,`cur_data()` and `cur_data_all()` don't simplify list columns in rowwise data frames (#5901).,1,165,FALSE,NA
dplyr,9dfd1d28d180f64e95e5ea3c9a2f292e,dplyr now uses `rlang::check_installed()` to prompt you whether to install required packages that are missing.,1,166,FALSE,NA
dplyr,9b338a751563d2016278f4101e9adc8f,"`storms` data updated to 2020 (@​steveharoz, #5899).",1,167,FALSE,NA
dplyr,7cbd66f774ed770020ca60a4ec68d64f,`coalesce()` accepts 1-D arrays (#5557).,1,168,FALSE,NA
dplyr,da19d2ab28ebea01c75e4a6a1be7c751,The deprecated `trunc_mat()` is no longer reexported from dplyr (#6141).,1,169,FALSE,NA
dplyr,b1ffcad51f26754308222b0085c1fbb9,`across()` uses the formula environment when inlining them (#5886).,1,170,FALSE,NA
dplyr,eba288fe508efa9ea10070ba2e7775ad,`summarise.rowwise_df()` is quiet when the result is ungrouped (#5875).,1,171,FALSE,NA
dplyr,cd41f69bb63039d34270c3500c22045a,`c_across()` and `across()` key deparsing not confused by long calls (#5883).,1,172,FALSE,NA
dplyr,d0000aaedff1b554ec7d129ed9e5cad1,`across()` handles named selections (#5207).,1,173,FALSE,NA
dplyr,5901c2b688019a0b87efce2149a2e47d,`add_count()` is now generic (#5837).,1,174,FALSE,NA
dplyr,26e43bec8b9e0e831fbd6bca04b33eb1,`if_any()` and `if_all()` abort when a predicate is mistakingly used as `.cols=` (#5732).,1,175,FALSE,NA
dplyr,bc963797818c98e669b62cef0834dce5,Multiple calls to `if_any()` and/or `if_all()` in the same expression are now properly disambiguated (#5782).,1,176,FALSE,NA
dplyr,9d9854da2e3842cf69edbbf99e22473d,`filter()` now inlines `if_any()` and `if_all()` expressions. This greatly improves performance with grouped data frames.,1,177,FALSE,NA
dplyr,977f8a41579ceb0bb2d483f2129a312e,"Fixed behaviour of `...` in top-level `across()` calls (#5813, #5832).",1,178,FALSE,NA
dplyr,f42a2ac3b42b582257b5abe8dd077c86,`across()` now inlines lambda-formulas. This is slightly more performant and will allow more optimisations in the future.,1,179,FALSE,NA
dplyr,9710d24fcf22eb84fa9751e694a548f3,"Fixed issue in `bind_rows()` causing lists to be incorrectly transformed as data frames (#5417, #5749).",1,180,FALSE,NA
dplyr,e78b9172d7620474d4f0a4a5e91a1365,`select()` no longer creates duplicate variables when renaming a variable to the same name as a grouping variable (#5841).,1,181,FALSE,NA
dplyr,a87b82bfd140904e102a14da7dace0db,"`dplyr_col_select()` keeps attributes for bare data frames (#5294, #5831).",1,182,FALSE,NA
dplyr,e1aec51489982ecffd0bae502271640c,Fixed quosure handling in `dplyr::group_by()` that caused issues with extra arguments (tidyverse/lubridate#959).,1,183,FALSE,NA
dplyr,b5d523892d771555a0f9d446c401141b,"Removed the `name` argument from the `compute()` generic (@​ianmcook, #5783).",1,184,FALSE,NA
dplyr,671b7c41eefec9c3d18dc63750e5ec62,row-wise data frames of 0 rows and list columns are supported again (#5804).,1,185,FALSE,NA
dplyr,3abf5bd8757c6935545b7dc640344c31,Fixed edge case of `slice_sample()` when `weight_by=` is used and there 0 rows (#5729).,1,186,FALSE,NA
dplyr,da8e46391d6a6516b84a6f424a79d5aa,`across()` can again use columns in functions defined inline (#5734).,1,187,FALSE,NA
dplyr,64d2dfe474125de6ae6fc51321f48837,Using testthat 3rd edition.,1,188,FALSE,NA
dplyr,e301fbb58643f0c53456e2b4aa189f6b,Fixed bugs introduced in `across()` in previous version (#5765).,1,189,FALSE,NA
dplyr,5ed98e25c7162b63e562b50e911ed58b,`group_by()` keeps attributes unrelated to the grouping (#5760).,1,190,FALSE,NA
dplyr,8cc4c9cea1aa99ec8460712993ed061d,The `.cols=` argument of `if_any()` and `if_all()` defaults to `everything()`.,1,191,FALSE,NA
dplyr,81b55200543cbb1fa031d879a7ac58c9,Improved performance for `across()`. This makes `summarise(across())` and `mutate(across())` perform as well as the superseded colwise equivalents (#5697).,1,192,FALSE,NA
dplyr,e6913861ab8d8afc94a6ccd8a7c83f8a,"New functions `if_any()` and `if_all()` (#4770, #5713).",1,193,FALSE,NA
dplyr,49d9df492381b6ab5791da246fc1170b,`summarise()` silently ignores NULL results (#5708).,1,194,FALSE,NA
dplyr,d2aeb01ddb93fdf747dcf7ae63e9bbfa,Fixed a performance regression in `mutate()` when warnings occur once per group (#5675). We no longer instrument warnings with debugging information when `mutate()` is called within `suppressWarnings()`.,1,195,FALSE,NA
dplyr,cf383fdd6eb54410c48a531b83ef8b9b,`summarise()` no longer informs when the result is ungrouped (#5633).,1,196,FALSE,NA
dplyr,43c4a9e3865f9a805dda4f587bbd70d5,"`group_by(.drop = FALSE)` preserves ordered factors (@​brianrice2, #5545).",1,197,FALSE,NA
dplyr,fc548f84f4129f0f3e013c4ed42929f4,`count()` and `tally()` are now generic.,1,198,FALSE,NA
dplyr,a32358a00afbfa0b6fc310ffd53b1883,"Removed default fallbacks to lazyeval methods; this will yield better error messages when you call a dplyr function with the wrong input, and is part of our long term plan to remove the deprecated lazyeval interface.",1,199,FALSE,NA
dplyr,dcb117cd085a98db61214701890f0e16,"`inner_join()` gains a `keep` parameter for consistency with the other mutating joins (@​patrickbarks, #5581).",1,200,FALSE,NA
dplyr,980e6ae92101f65cc495acdd1cb9da58,"Improved performance with many columns, with a dynamic data mask using active bindings and lazy chops (#5017).",1,201,FALSE,NA
dplyr,6474abdea02eba40ff2f5eefde8abac8,`mutate()` and friends preserves row names in data frames once more (#5418).,1,202,FALSE,NA
dplyr,1c715955ead79b5f73cadbd00dbd40e0,"`group_by()` uses the ungrouped data for the implicit mutate step (#5598). You might have to define an `ungroup()` method for custom classes. For example, see https://github.com/hadley/cubelyr/pull/3.",1,203,FALSE,NA
dplyr,285b49b2795680a4ab1fcbfc783a8912,`relocate()` can rename columns it relocates (#5569).,1,204,FALSE,NA
dplyr,171beb4fb3a96a8ac477db27e3640120,`distinct()` and `group_by()` have better error messages when the mutate step fails (#5060).,1,205,FALSE,NA
dplyr,afbbd6eebd323a787151465d72f55788,Clarify that `between()` is not vectorised (#5493).,1,206,FALSE,NA
dplyr,318d6536a1316cd826ea58f6d7af8325,Fixed `across()` issue where data frame columns would could not be referred to with `all_of()` in the nested case (`mutate()` within `mutate()`) (#5498).,1,207,FALSE,NA
dplyr,1059b0360904f19882c40fbc844520da,`across()` handles data frames with 0 columns (#5523).,1,208,FALSE,NA
dplyr,6a10aa38319302de3d6c59483b834a12,"`mutate()` always keeps grouping variables, unconditional to `.keep=` (#5582).",1,209,FALSE,NA
dplyr,5b4da2719314d8794629d27e0b023d1b,dplyr now depends on R 3.3.0,1,210,FALSE,NA
dplyr,ab863a40863da3e51f3e8a7e76fb5908,Fixed `across()` issue where data frame columns would mask objects referred to from `all_of()` (#5460).,1,211,FALSE,NA
dplyr,e282ef13a6d04a81cfdc228717afed1c,"`bind_cols()` gains a `.name_repair` argument, passed to `vctrs::vec_cbind()` (#5451)",1,212,FALSE,NA
dplyr,cf5222ae230891a0a06b39a091fbffc4,"`summarise(.groups = ""rowwise"")` makes a rowwise data frame even if the input data is not grouped (#5422).",1,213,FALSE,NA
dplyr,81c150854ceeedc12348e32bce2f5782,New function `cur_data_all()` similar to `cur_data()` but includes the grouping variables (#5342).,1,214,FALSE,NA
dplyr,8ff4aaf08ec1d25fee904e97ac171b7a,"`count()` and `tally()` no longer automatically weights by column `n` if present (#5298). dplyr 1.0.0 introduced this behaviour because of Hadley's faulty memory. Historically `tally()` automatically weighted and `count()` did not, but this behaviour was accidentally changed in 0.8.2 (#4408) so that neither automatically weighted by `n`. Since 0.8.2 is almost a year old, and the automatically weighting behaviour was a little confusing anyway, we've removed it from both `count()` and `tally()`. Use of `wt = n()` is now deprecated; now just omit the `wt` argument.",1,215,FALSE,NA
dplyr,342f317c54ecb93fc4352784606b5f01,`coalesce()` now supports data frames correctly (#5326).,1,216,FALSE,NA
dplyr,585037af04ca399b0076d9537a22260a,"`cummean()` no longer has off-by-one indexing problem (@​cropgen, #5287).",1,217,FALSE,NA
dplyr,b7b521361a1a4e9274f42c7b979326af,The call stack is preserved on error. This makes it possible to `recover()` into problematic code called from dplyr verbs (#5308).,1,218,FALSE,NA
dplyr,13d33900c9617af77463f75fdebad758,"`bind_cols()` no longer converts to a tibble, returns a data frame if the input is a data frame.",1,219,FALSE,NA
dplyr,51141d8ebe9121b20447ce2c08516db1,"`bind_rows()`, `*_join()`, `summarise()` and `mutate()` use vctrs coercion rules. There are two main user facing changes:",1,220,FALSE,NA
dplyr,51141d8ebe9121b20447ce2c08516db1,• Combining factor and character vectors silently creates a character vector; previously it created a character vector with a warning.,2,221,FALSE,"`bind_rows()`, `*_join()`, `summarise()` and `mutate()` use vctrs coercion rules. There are two main user facing changes:"
dplyr,51141d8ebe9121b20447ce2c08516db1,• Combining multiple factors creates a factor with combined levels; previously it created a character vector with a warning.,2,222,FALSE,"`bind_rows()`, `*_join()`, `summarise()` and `mutate()` use vctrs coercion rules. There are two main user facing changes:"
dplyr,f32175618e216f12bbc39b2f9659a517,"`bind_rows()` and other functions use vctrs name repair, see `?vctrs::vec_as_names`.",1,223,FALSE,NA
dplyr,6fc0a697b99cdc7b32d71d9baf014717,`all.equal.tbl_df()` removed.,1,224,FALSE,NA
dplyr,6fc0a697b99cdc7b32d71d9baf014717,"• Data frames, tibbles and grouped data frames are no longer considered equal, even if the data is the same.",2,225,FALSE,`all.equal.tbl_df()` removed.
dplyr,6fc0a697b99cdc7b32d71d9baf014717,• Equality checks for data frames no longer ignore row order or groupings.,2,226,FALSE,`all.equal.tbl_df()` removed.
dplyr,6fc0a697b99cdc7b32d71d9baf014717,"• `expect_equal()` uses `all.equal()` internally. When comparing data frames, tests that used to pass may now fail.",2,227,FALSE,`all.equal.tbl_df()` removed.
dplyr,73a929b5c6f5ae03528fed8237720232,`distinct()` keeps the original column order.,1,228,FALSE,NA
dplyr,f59874b4a7ca33aa903a34878e289288,"`distinct()` on missing columns now raises an error, it has been a compatibility warning for a long time.",1,229,FALSE,NA
dplyr,a77a4cdb639808914e196fec7b06ff97,`group_modify()` puts the grouping variable to the front.,1,230,FALSE,NA
dplyr,c08050fa4442ed07240d46c51086b1fe,"`n()` and `row_number()` can no longer be called directly when dplyr is not loaded, and this now generates an error: `dplyr::mutate(mtcars, x = n())`. Fix by prefixing with `dplyr::` as in `dplyr::mutate(mtcars, x = dplyr::n())`",1,231,FALSE,NA
dplyr,702aa2323bfd38d4f1334365ad9cdadd,"The old data format for `grouped_df` is no longer supported. This may affect you if you have serialized grouped data frames to disk, e.g. with `saveRDS()` or when using knitr caching.",1,232,FALSE,NA
dplyr,a12f32e7474c17fafa1812ce1f70fa5a,`lead()` and `lag()` are stricter about their inputs.,1,233,FALSE,NA
dplyr,6583ed96d8635c65c3009bdf859db229,"Extending data frames requires that the extra class or classes are added first, not last. Having the extra class at the end causes some vctrs operations to fail with a message like:",1,234,FALSE,NA
